K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med,,,,,,,,,,,
110,7.5,0.604729864921,0.604729864921,0.604729864921,0.604729864921,,,,,,,,,,,
110,7.6,0.604729864921,0.604729864921,0.604729864921,0.604729864921,,,,,,,,,,,
130,2,0.604533907513,0.604533907513,0.604533907513,0.604533907513,,,,,,,,,,,
130,2,0.604533907513,0.604533907513,0.604533907513,0.604533907513,,,,,,,,,,,
140,8.5,0.604505710642,0.604505710642,0.604505710642,0.604505710642,,,,,,,,,,,
140,7.8,0.604493751345,0.604493751345,0.604493751345,0.604493751345,,,,,,,,,,,
140,8,0.604493751345,0.604493751345,0.604493751345,0.604493751345,,,,,,,,,,,
150,5.2,0.604416449161,0.604416449161,0.604416449161,0.604416449161,,,,,,,,,,,
150,5.3,0.604416449161,0.604416449161,0.604416449161,0.604416449161,,,,,,,,,,,
70,5.9,0.604268570492,0.604268570492,0.604268570492,0.604268570492,,,,,,,,,,,
300,2,0.604176836258,0.603275186614,0.603996506329,0.604176836258,,,,,,,,,,,
150,5.1,0.604512054654,0.604147388985,0.604220322119,0.604147388985,,,,,,,,,,,
90,7,0.604119187561,0.604119187561,0.604119187561,0.604119187561,,,,,,,,,,,
90,7.4,0.604119187561,0.604119187561,0.604119187561,0.604119187561,,,,,,,,,,,
90,7.5,0.604119187561,0.604119187561,0.604119187561,0.604119187561,,,,,,,,,,,
90,7.6,0.604119187561,0.604119187561,0.604119187561,0.604119187561,,,,,,,,,,,
130,5.6,0.604085472914,0.604085472914,0.604085472914,0.604085472914,,,,,,,,,,,
160,4.8,0.604031726695,0.604031726695,0.604031726695,0.604031726695,,,,,,,,,,,
70,5.7,0.603873661813,0.603873661813,0.603873661813,0.603873661813,,,,,,,,,,,
180,4,0.603848740071,0.602176763701,0.603514344797,0.603848740071,,,,,,,,,,,
180,4,0.603848740071,0.603848740071,0.603848740071,0.603848740071,,,,,,,,,,,
70,7,0.603837161292,0.603837161292,0.603837161292,0.603837161292,,,,,,,,,,,
70,7.4,0.603837161292,0.603837161292,0.603837161292,0.603837161292,,,,,,,,,,,
70,7.5,0.603837161292,0.603837161292,0.603837161292,0.603837161292,,,,,,,,,,,
70,7.6,0.603837161292,0.603837161292,0.603837161292,0.603837161292,,,,,,,,,,,
130,5.7,0.603751811453,0.603751811453,0.603751811453,0.603751811453,,,,,,,,,,,
100,9,0.603738203912,0.603738203912,0.603738203912,0.603738203912,,,,,,,,,,,
150,5.6,0.603624208112,0.603624208112,0.603624208112,0.603624208112,,,,,,,,,,,
90,8,0.603462859552,0.603125795568,0.603395446755,0.603462859552,,,,,,,,,,,
160,4.9,0.603414452757,0.603414452757,0.603414452757,0.603414452757,,,,,,,,,,,
160,5,0.603414452757,0.603414452757,0.603414452757,0.603414452757,,,,,,,,,,,
160,5.1,0.603414452757,0.603414452757,0.603414452757,0.603414452757,,,,,,,,,,,
160,5.2,0.603414452757,0.603414452757,0.603414452757,0.603414452757,,,,,,,,,,,
150,5.7,0.60338376346,0.60338376346,0.60338376346,0.60338376346,,,,,,,,,,,
300,2,0.603711964127,0.603275186614,0.603362542117,0.603275186614,,,,,,,,,,,
160,5.5,0.603249810569,0.603249810569,0.603249810569,0.603249810569,,,,,,,,,,,
90,7.8,0.603125795568,0.603125795568,0.603125795568,0.603125795568,,,,,,,,,,,
110,7.8,0.602975662954,0.602975662954,0.602975662954,0.602975662954,,,,,,,,,,,
70,7.8,0.602959723816,0.602959723816,0.602959723816,0.602959723816,,,,,,,,,,,
70,8.5,0.602890965617,0.602890965617,0.602890965617,0.602890965617,,,,,,,,,,,
70,10,0.602890965617,0.602890965617,0.602890965617,0.602890965617,,,,,,,,,,,
160,5.3,0.602686044661,0.602686044661,0.602686044661,0.602686044661,,,,,,,,,,,
150,5.9,0.602308488002,0.602308488002,0.602308488002,0.602308488002,,,,,,,,,,,
70,1.5,0.602095398905,0.602095398905,0.602095398905,0.602095398905,,,,,,,,,,,
120,2,0.602078646188,0.602078646188,0.602078646188,0.602078646188,,,,,,,,,,,
120,2,0.602078646188,0.602078646188,0.602078646188,0.602078646188,,,,,,,,,,,
110,8,0.602017201145,0.602017201145,0.602017201145,0.602017201145,,,,,,,,,,,
70,1.5,0.602010089222,0.602010089222,0.602010089222,0.602010089222,,,,,,,,,,,
70,8,0.60190314027,0.60190314027,0.60190314027,0.60190314027,,,,,,,,,,,
130,5.9,0.601831633043,0.601831633043,0.601831633043,0.601831633043,,,,,,,,,,,
140,9,0.602265174134,0.601705334948,0.601817302785,0.601705334948,,,,,,,,,,,
90,8.5,0.601580420707,0.601580420707,0.601580420707,0.601580420707,,,,,,,,,,,
90,9,0.601580420707,0.601580420707,0.601580420707,0.601580420707,,,,,,,,,,,
160,5.4,0.601286477953,0.601286477953,0.601286477953,0.601286477953,,,,,,,,,,,
100,10,0.601118427213,0.601118427213,0.601118427213,0.601118427213,,,,,,,,,,,
90,10,0.601089625934,0.601089625934,0.601089625934,0.601089625934,,,,,,,,,,,
90,9.5,0.600748592964,0.600748592964,0.600748592964,0.600748592964,,,,,,,,,,,
110,9,0.600439613317,0.600439613317,0.600439613317,0.600439613317,,,,,,,,,,,
160,5.7,0.600402557103,0.600402557103,0.600402557103,0.600402557103,,,,,,,,,,,
110,9.5,0.600393590442,0.600393590442,0.600393590442,0.600393590442,,,,,,,,,,,
110,10,0.600393590442,0.600393590442,0.600393590442,0.600393590442,,,,,,,,,,,
110,8.5,0.600245224045,0.600245224045,0.600245224045,0.600245224045,,,,,,,,,,,
70,1.1,0.599808178397,0.599808178397,0.599808178397,0.599808178397,,,,,,,,,,,
70,1.1,0.599808178397,0.599808178397,0.599808178397,0.599808178397,,,,,,,,,,,
140,9.5,0.599224942484,0.599224942484,0.599224942484,0.599224942484,,,,,,,,,,,
140,10,0.599224942484,0.599224942484,0.599224942484,0.599224942484,,,,,,,,,,,
180,4.4,0.599127713944,0.599103217809,0.599122814717,0.599127713944,,,,,,,,,,,
180,4.5,0.599127713944,0.599103217809,0.599108117036,0.599103217809,,,,,,,,,,,
160,5.9,0.599018470564,0.599018470564,0.599018470564,0.599018470564,,,,,,,,,,,
150,8,0.598885858833,0.598885858833,0.598885858833,0.598885858833,,,,,,,,,,,
120,7.4,0.598706813055,0.59703754649,0.598372959742,0.598706813055,,,,,,,,,,,
110,2,0.598695760031,0.598695760031,0.598695760031,0.598695760031,,,,,,,,,,,
110,2,0.598695760031,0.598695760031,0.598695760031,0.598695760031,,,,,,,,,,,
150,7,0.598611420017,0.598199389168,0.598529013847,0.598611420017,,,,,,,,,,,
150,7.8,0.598377261825,0.598377261825,0.598377261825,0.598377261825,,,,,,,,,,,
180,4.8,0.598171313394,0.598146793605,0.598166409436,0.598171313394,,,,,,,,,,,
180,4.7,0.598146793605,0.598146793605,0.598146793605,0.598146793605,,,,,,,,,,,
120,7,0.598101520146,0.598101520146,0.598101520146,0.598101520146,,,,,,,,,,,
150,7.5,0.598052562302,0.59784737751,0.598011525343,0.598052562302,,,,,,,,,,,
180,4.6,0.59789401916,0.59789401916,0.59789401916,0.59789401916,,,,,,,,,,,
150,7.5,0.59784737751,0.597435711037,0.597765044215,0.59784737751,,,,,,,,,,,
150,7.6,0.59784737751,0.597379240399,0.597753750088,0.59784737751,,,,,,,,,,,
150,7.5,0.598052562302,0.597693537802,0.597765342702,0.597693537802,,,,,,,,,,,
150,7.4,0.597693537802,0.597693537802,0.597693537802,0.597693537802,,,,,,,,,,,
140,2.5,0.597055221814,0.597055221814,0.597055221814,0.597055221814,,,,,,,,,,,
140,2.5,0.597055221814,0.597055221814,0.597055221814,0.597055221814,,,,,,,,,,,
180,5,0.596855597723,0.596855597723,0.596855597723,0.596855597723,,,,,,,,,,,
150,8.5,0.596836661247,0.596836661247,0.596836661247,0.596836661247,,,,,,,,,,,
150,9,0.596836661247,0.596836661247,0.596836661247,0.596836661247,,,,,,,,,,,
150,9.5,0.596836661247,0.596836661247,0.596836661247,0.596836661247,,,,,,,,,,,
180,4.9,0.596610644043,0.595555107005,0.596399536636,0.596610644043,,,,,,,,,,,
150,10,0.596272968472,0.596272968472,0.596272968472,0.596272968472,,,,,,,,,,,
130,7.4,0.596013013073,0.596013013073,0.596013013073,0.596013013073,,,,,,,,,,,
130,8.5,0.595885187586,0.595885187586,0.595885187586,0.595885187586,,,,,,,,,,,
250,7.5,0.595686678888,0.595686678888,0.595686678888,0.595686678888,,,,,,,,,,,
120,8,0.595542247806,0.593879411672,0.59520968058,0.595542247806,,,,,,,,,,,
130,7,0.595468323334,0.595468323334,0.595468323334,0.595468323334,,,,,,,,,,,
130,7.5,0.595409673852,0.595409673852,0.595409673852,0.595409673852,,,,,,,,,,,
130,7.6,0.595409673852,0.595409673852,0.595409673852,0.595409673852,,,,,,,,,,,
130,7.8,0.595409673852,0.595409673852,0.595409673852,0.595409673852,,,,,,,,,,,
130,8,0.595409673852,0.595409673852,0.595409673852,0.595409673852,,,,,,,,,,,
120,7.5,0.596222148668,0.59536198729,0.595534019566,0.59536198729,,,,,,,,,,,
120,7.6,0.59536198729,0.595297631651,0.595310502779,0.595297631651,,,,,,,,,,,
130,9,0.595110292594,0.595110292594,0.595110292594,0.595110292594,,,,,,,,,,,
120,7.8,0.594989757114,0.594989757114,0.594989757114,0.594989757114,,,,,,,,,,,
130,9.5,0.594577004432,0.594577004432,0.594577004432,0.594577004432,,,,,,,,,,,
180,2.5,0.594528242706,0.594528242706,0.594528242706,0.594528242706,,,,,,,,,,,
160,7,0.594418564767,0.594418564767,0.594418564767,0.594418564767,,,,,,,,,,,
120,9,0.594375972299,0.59383771658,0.594268321155,0.594375972299,,,,,,,,,,,
70,4.2,0.594332060772,0.594332060772,0.594332060772,0.594332060772,,,,,,,,,,,
120,8.5,0.595542247806,0.594320372134,0.594564747268,0.594320372134,,,,,,,,,,,
130,10,0.593963838995,0.593963838995,0.593963838995,0.593963838995,,,,,,,,,,,
150,2.5,0.59394427376,0.59394427376,0.59394427376,0.59394427376,,,,,,,,,,,
150,2.5,0.59394427376,0.593536447687,0.593862708545,0.59394427376,,,,,,,,,,,
200,7.5,0.593333446245,0.593333446245,0.593333446245,0.593333446245,,,,,,,,,,,
180,5.1,0.593308516915,0.593308516915,0.593308516915,0.593308516915,,,,,,,,,,,
600,7.5,0.593125118275,0.593125118275,0.593125118275,0.593125118275,,,,,,,,,,,
160,7.4,0.593099763769,0.593099763769,0.593099763769,0.593099763769,,,,,,,,,,,
160,7.5,0.593099763769,0.593099763769,0.593099763769,0.593099763769,,,,,,,,,,,
120,9.5,0.592803677403,0.592766270926,0.592773752221,0.592766270926,,,,,,,,,,,
160,7.6,0.592695360795,0.592695360795,0.592695360795,0.592695360795,,,,,,,,,,,
160,7.8,0.592695360795,0.592695360795,0.592695360795,0.592695360795,,,,,,,,,,,
160,8,0.592695360795,0.592695360795,0.592695360795,0.592695360795,,,,,,,,,,,
130,2.5,0.592601710553,0.592601710553,0.592601710553,0.592601710553,,,,,,,,,,,
130,2.5,0.592601710553,0.592601710553,0.592601710553,0.592601710553,,,,,,,,,,,
120,10,0.592438619309,0.592438619309,0.592438619309,0.592438619309,,,,,,,,,,,
160,8.5,0.592219414821,0.592219414821,0.592219414821,0.592219414821,,,,,,,,,,,
200,2.5,0.591873974588,0.590977115794,0.591694602829,0.591873974588,,,,,,,,,,,
200,2.5,0.591873974588,0.590977115794,0.591156487553,0.590977115794,,,,,,,,,,,
400,7.5,0.590722671472,0.590722671472,0.590722671472,0.590722671472,,,,,,,,,,,
180,5.2,0.590754954844,0.590432927193,0.590497332723,0.590432927193,,,,,,,,,,,
300,7.5,0.590153659504,0.58987149065,0.590097225733,0.590153659504,,,,,,,,,,,
180,5.3,0.58984116232,0.58984116232,0.58984116232,0.58984116232,,,,,,,,,,,
160,9,0.589811490309,0.589811490309,0.589811490309,0.589811490309,,,,,,,,,,,
160,9.5,0.589811490309,0.589811490309,0.589811490309,0.589811490309,,,,,,,,,,,
180,5.4,0.589160016361,0.588450700328,0.588592563535,0.588450700328,,,,,,,,,,,
160,2.5,0.588276212554,0.587651902105,0.588151350465,0.588276212554,,,,,,,,,,,
160,2.5,0.587651902105,0.587651902105,0.587651902105,0.587651902105,,,,,,,,,,,
160,10,0.58760886554,0.58760886554,0.58760886554,0.58760886554,,,,,,,,,,,
500,7.5,0.58695371767,0.586270587304,0.586817091597,0.58695371767,,,,,,,,,,,
180,5.5,0.586854003136,0.586854003136,0.586854003136,0.586854003136,,,,,,,,,,,
180,5.6,0.586079206054,0.586079206054,0.586079206054,0.586079206054,,,,,,,,,,,
180,5.7,0.585022805752,0.58463789138,0.584714874254,0.58463789138,,,,,,,,,,,
200,4.4,0.583976383524,0.583976383524,0.583976383524,0.583976383524,,,,,,,,,,,
200,4.5,0.583449463782,0.583449463782,0.583449463782,0.583449463782,,,,,,,,,,,
180,5.9,0.581532117019,0.581532117019,0.581532117019,0.581532117019,,,,,,,,,,,
200,4.6,0.581280841579,0.581280841579,0.581280841579,0.581280841579,,,,,,,,,,,
70,3.5,0.58125813199,0.58125813199,0.58125813199,0.58125813199,,,,,,,,,,,
70,3.5,0.58125813199,0.58125813199,0.58125813199,0.58125813199,,,,,,,,,,,
200,3,0.581217159368,0.580640792192,0.581101885933,0.581217159368,,,,,,,,,,,
200,4.7,0.580672858764,0.580672858764,0.580672858764,0.580672858764,,,,,,,,,,,
200,3,0.581217159368,0.580640792192,0.580756065628,0.580640792192,,,,,,,,,,,
200,5,0.580337285287,0.579885102359,0.579975538944,0.579885102359,,,,,,,,,,,
200,4.8,0.579804244795,0.579804244795,0.579804244795,0.579804244795,,,,,,,,,,,
70,4,0.579760938724,0.579760938724,0.579760938724,0.579760938724,,,,,,,,,,,
70,4,0.579760938724,0.579760938724,0.579760938724,0.579760938724,,,,,,,,,,,
340,2,0.579757065841,0.578470714474,0.579499795568,0.579757065841,,,,,,,,,,,
340,2,0.579205056588,0.578661253577,0.579096295986,0.579205056588,,,,,,,,,,,
200,4.9,0.579661922271,0.579062804873,0.579182628353,0.579062804873,,,,,,,,,,,
200,5.1,0.57723657194,0.57723657194,0.57723657194,0.57723657194,,,,,,,,,,,
76,7.5,0.576889488202,0.576889488202,0.576889488202,0.576889488202,,,,,,,,,,,
80,7.5,0.576627289017,0.576627289017,0.576627289017,0.576627289017,,,,,,,,,,,
71,7.5,0.575436126781,0.575436126781,0.575436126781,0.575436126781,,,,,,,,,,,
200,5.2,0.574413398886,0.574413398886,0.574413398886,0.574413398886,,,,,,,,,,,
200,3.5,0.574398720894,0.574398720894,0.574398720894,0.574398720894,,,,,,,,,,,
200,3.5,0.573957285099,0.573827976043,0.573931423288,0.573957285099,,,,,,,,,,,
360,2,0.574212642315,0.573783557858,0.573869374749,0.573783557858,,,,,,,,,,,
360,2,0.573463931475,0.571790590868,0.573129263354,0.573463931475,,,,,,,,,,,
180,7,0.573187762519,0.572090493657,0.572968308747,0.573187762519,,,,,,,,,,,
200,5.3,0.573031281267,0.573031281267,0.573031281267,0.573031281267,,,,,,,,,,,
180,7.8,0.57247886517,0.57247886517,0.57247886517,0.57247886517,,,,,,,,,,,
180,8,0.57247886517,0.57247886517,0.57247886517,0.57247886517,,,,,,,,,,,
200,5.4,0.572407148372,0.571469609492,0.572219640596,0.572407148372,,,,,,,,,,,
180,7.4,0.572665574688,0.572201811264,0.572294563949,0.572201811264,,,,,,,,,,,
180,7.5,0.572201811264,0.572201811264,0.572201811264,0.572201811264,,,,,,,,,,,
200,5.5,0.572183306048,0.571246007366,0.571995846311,0.572183306048,,,,,,,,,,,
180,7.6,0.571544559575,0.57141431219,0.571518510098,0.571544559575,,,,,,,,,,,
200,5.6,0.571282247373,0.571282247373,0.571282247373,0.571282247373,,,,,,,,,,,
180,9,0.570888408826,0.570888408826,0.570888408826,0.570888408826,,,,,,,,,,,
180,8.5,0.570560927224,0.570073830785,0.570463507936,0.570560927224,,,,,,,,,,,
180,9.5,0.569635515292,0.569084981754,0.569195088462,0.569084981754,,,,,,,,,,,
200,5.7,0.568948338422,0.568948338422,0.568948338422,0.568948338422,,,,,,,,,,,
250,2.5,0.567234413179,0.567234413179,0.567234413179,0.567234413179,,,,,,,,,,,
250,2.5,0.567234413179,0.567234413179,0.567234413179,0.567234413179,,,,,,,,,,,
180,10,0.567209564752,0.567114870566,0.567190625915,0.567209564752,,,,,,,,,,,
380,2,0.567171780264,0.566238429445,0.5669851101,0.567171780264,,,,,,,,,,,
380,2,0.56667379716,0.566238429445,0.566586723617,0.56667379716,,,,,,,,,,,
200,4,0.566375407963,0.566367994197,0.566369476951,0.566367994197,,,,,,,,,,,
200,4,0.566367994197,0.566367994197,0.566367994197,0.566367994197,,,,,,,,,,,
200,4.2,0.566319434716,0.566319434716,0.566319434716,0.566319434716,,,,,,,,,,,
200,5.9,0.565939329888,0.565939329888,0.565939329888,0.565939329888,,,,,,,,,,,
200,7,0.556870733613,0.555991996409,0.556694986172,0.556870733613,,,,,,,,,,,
200,7.4,0.555581930169,0.555581930169,0.555581930169,0.555581930169,,,,,,,,,,,
200,7.5,0.55474149565,0.55474149565,0.55474149565,0.55474149565,,,,,,,,,,,
200,7.6,0.553683879321,0.553683879321,0.553683879321,0.553683879321,,,,,,,,,,,
200,7.8,0.553683879321,0.553683879321,0.553683879321,0.553683879321,,,,,,,,,,,
400,2,0.553203699599,0.553203699599,0.553203699599,0.553203699599,,,,,,,,,,,
400,2,0.552276125933,0.550752274093,0.551971355565,0.552276125933,,,,,,,,,,,
200,8,0.550186546301,0.550186546301,0.550186546301,0.550186546301,,,,,,,,,,,
250,3,0.54929607342,0.54929607342,0.54929607342,0.54929607342,,,,,,,,,,,
250,3,0.54929607342,0.54929607342,0.54929607342,0.54929607342,,,,,,,,,,,
200,8.5,0.548491092591,0.548145507107,0.548214624204,0.548145507107,,,,,,,,,,,
200,9.5,0.542350511986,0.542350511986,0.542350511986,0.542350511986,,,,,,,,,,,
200,9,0.54270142844,0.54208374191,0.542207279216,0.54208374191,,,,,,,,,,,
200,10,0.540021215167,0.539138861252,0.539315332035,0.539138861252,,,,,,,,,,,
250,3.5,0.534223036531,0.533466938752,0.534071816975,0.534223036531,,,,,,,,,,,
250,3.5,0.533466938752,0.533466938752,0.533466938752,0.533466938752,,,,,,,,,,,
250,4,0.526942267293,0.526410678471,0.526516996235,0.526410678471,,,,,,,,,,,
250,4,0.526410678471,0.525282160803,0.525507864337,0.525282160803,,,,,,,,,,,
250,4.2,0.522829021968,0.522493564291,0.522761930433,0.522829021968,,,,,,,,,,,
300,2.5,0.521891747699,0.521891747699,0.521891747699,0.521891747699,,,,,,,,,,,
300,2.5,0.521891747699,0.521891747699,0.521891747699,0.521891747699,,,,,,,,,,,
250,4.4,0.51925084715,0.518927115794,0.518991862065,0.518927115794,,,,,,,,,,,
250,4.5,0.514724045016,0.514198406025,0.514618917218,0.514724045016,,,,,,,,,,,
250,4.6,0.514010348143,0.51292481489,0.513793241492,0.514010348143,,,,,,,,,,,
250,5.7,0.511062807881,0.510838516815,0.511017949668,0.511062807881,,,,,,,,,,,
250,4.7,0.509923662834,0.509349797549,0.509464570606,0.509349797549,,,,,,,,,,,
250,5.9,0.507375587974,0.507009902376,0.507302450854,0.507375587974,,,,,,,,,,,
250,4.8,0.507461441301,0.506970224228,0.507068467643,0.506970224228,,,,,,,,,,,
250,4.9,0.502791402442,0.502791402442,0.502791402442,0.502791402442,,,,,,,,,,,
250,5,0.498769717403,0.498769717403,0.498769717403,0.498769717403,,,,,,,,,,,
250,5.1,0.498285687144,0.496910680262,0.498010685767,0.498285687144,,,,,,,,,,,
440,2,0.497894895895,0.497522186683,0.497820354053,0.497894895895,,,,,,,,,,,
440,2,0.497894895895,0.497525686857,0.497599528664,0.497525686857,,,,,,,,,,,
250,5.2,0.497889022007,0.49732560995,0.497438292362,0.49732560995,,,,,,,,,,,
340,2.5,0.497273551652,0.496741043628,0.497167050047,0.497273551652,,,,,,,,,,,
250,5.3,0.495499935292,0.495499935292,0.495499935292,0.495499935292,,,,,,,,,,,
300,3,0.494541337355,0.493807484549,0.49395425511,0.493807484549,,,,,,,,,,,
300,3,0.494238850221,0.493807484549,0.493893757683,0.493807484549,,,,,,,,,,,
250,5.4,0.49307521879,0.492438901917,0.492947955416,0.49307521879,,,,,,,,,,,
250,5.5,0.490613224551,0.490531612633,0.490547935017,0.490531612633,,,,,,,,,,,
250,5.6,0.489720104588,0.489397054941,0.489461664871,0.489397054941,,,,,,,,,,,
250,7,0.483382787387,0.483135034912,0.483184585407,0.483135034912,,,,,,,,,,,
480,2,0.481639664754,0.481639664754,0.481639664754,0.481639664754,,,,,,,,,,,
480,2,0.481639664754,0.481639664754,0.481639664754,0.481639664754,,,,,,,,,,,
500,2,0.478072308537,0.478072308537,0.478072308537,0.478072308537,,,,,,,,,,,
500,2,0.478072308537,0.477218656692,0.477901578168,0.478072308537,,,,,,,,,,,
250,7.4,0.478387382252,0.477395007402,0.477593482372,0.477395007402,,,,,,,,,,,
250,7.5,0.476674769457,0.476674769457,0.476674769457,0.476674769457,,,,,,,,,,,
250,7.6,0.476564020156,0.476138548514,0.476478925828,0.476564020156,,,,,,,,,,,
360,2.5,0.475359346847,0.475359346847,0.475359346847,0.475359346847,,,,,,,,,,,
250,7.8,0.474749389227,0.474749389227,0.474749389227,0.474749389227,,,,,,,,,,,
360,2.5,0.474562416095,0.47369393153,0.474388719182,0.474562416095,,,,,,,,,,,
250,8,0.474492643665,0.474492643665,0.474492643665,0.474492643665,,,,,,,,,,,
520,2,0.473946920602,0.473946920602,0.473946920602,0.473946920602,,,,,,,,,,,
520,2,0.473946920602,0.471587250307,0.473474986543,0.473946920602,,,,,,,,,,,
600,2,0.472840229058,0.471149227654,0.472502028777,0.472840229058,,,,,,,,,,,
600,2,0.471897604929,0.471720492741,0.471755915178,0.471720492741,,,,,,,,,,,
250,8.5,0.471739574551,0.470490471236,0.470740291899,0.470490471236,,,,,,,,,,,
300,3.5,0.468231032694,0.466672329119,0.467919291979,0.468231032694,,,,,,,,,,,
300,3.5,0.467762066003,0.466672329119,0.467544118626,0.467762066003,,,,,,,,,,,
250,9,0.465760958501,0.464184305123,0.464499635799,0.464184305123,,,,,,,,,,,
500,2.5,0.463104489561,0.459590519309,0.462401695511,0.463104489561,,,,,,,,,,,
250,9.5,0.463260536334,0.462799601598,0.462891788545,0.462799601598,,,,,,,,,,,
250,10,0.462087030319,0.461277408473,0.46192510595,0.462087030319,,,,,,,,,,,
500,2.5,0.461891391631,0.461257100451,0.461383958687,0.461257100451,,,,,,,,,,,
560,2,0.460972741868,0.460875853779,0.460895231397,0.460875853779,,,,,,,,,,,
560,2,0.460875853779,0.460875853779,0.460875853779,0.460875853779,,,,,,,,,,,
520,2.5,0.460214071218,0.459089650068,0.459314534298,0.459089650068,,,,,,,,,,,
520,2.5,0.459575658415,0.459089650068,0.459186851737,0.459089650068,,,,,,,,,,,
380,2.5,0.450105847065,0.439658437751,0.448016365202,0.450105847065,,,,,,,,,,,
380,2.5,0.450105847065,0.4498774839,0.449923156533,0.4498774839,,,,,,,,,,,
600,2.5,0.445897562685,0.4458136945,0.445880789048,0.445897562685,,,,,,,,,,,
500,2.5,0.443210560783,0.442870432606,0.442938458242,0.442870432606,,,,,,,,,,,
480,2.5,0.438634818081,0.438634818081,0.438634818081,0.438634818081,,,,,,,,,,,
300,4,0.438672773156,0.437521933663,0.437752101562,0.437521933663,,,,,,,,,,,
300,4,0.438672773156,0.437275823481,0.437555213416,0.437275823481,,,,,,,,,,,
480,2.5,0.436538759904,0.434598630843,0.436150734092,0.436538759904,,,,,,,,,,,
340,3,0.432880651061,0.432880651061,0.432880651061,0.432880651061,,,,,,,,,,,
340,3,0.432880651061,0.432300051388,0.432764531126,0.432880651061,,,,,,,,,,,
400,2.5,0.430789233332,0.430574541899,0.430617480186,0.430574541899,,,,,,,,,,,
400,2.5,0.430382011194,0.430382011194,0.430382011194,0.430382011194,,,,,,,,,,,
440,2.5,0.430005468003,0.429840500965,0.429873494373,0.429840500965,,,,,,,,,,,
440,2.5,0.429840500965,0.429840500965,0.429840500965,0.429840500965,,,,,,,,,,,
400,2.5,0.431394586359,0.428602150412,0.429160637601,0.428602150412,,,,,,,,,,,
400,2.5,0.430574541899,0.428460193824,0.428883063439,0.428460193824,,,,,,,,,,,
300,4.2,0.424865550094,0.424392055397,0.424486754336,0.424392055397,,,,,,,,,,,
300,2.5,0.421791161073,0.421791161073,0.421791161073,0.421791161073,,,,,,,,,,,
560,2.5,0.421750967126,0.421057128905,0.421612199482,0.421750967126,,,,,,,,,,,
560,2.5,0.421727856941,0.421582772998,0.421611789786,0.421582772998,,,,,,,,,,,
250,2.5,0.420625912083,0.419803027967,0.420461335259,0.420625912083,,,,,,,,,,,
600,2.5,0.420117788404,0.420117788404,0.420117788404,0.420117788404,,,,,,,,,,,
600,2.5,0.420117788404,0.419562415329,0.419673489944,0.419562415329,,,,,,,,,,,
200,2.5,0.412875162493,0.412456556409,0.412791441276,0.412875162493,,,,,,,,,,,
150,2.5,0.412370957632,0.412223527055,0.412341471516,0.412370957632,,,,,,,,,,,
360,3,0.408673414472,0.407275254729,0.408393782523,0.408673414472,,,,,,,,,,,
360,3,0.408479889265,0.408479889265,0.408479889265,0.408479889265,,,,,,,,,,,
300,4.4,0.394902725012,0.394902725012,0.394902725012,0.394902725012,,,,,,,,,,,
380,3,0.392390163852,0.392258089761,0.392284504579,0.392258089761,,,,,,,,,,,
380,3,0.393016268029,0.391768153619,0.392017776501,0.391768153619,,,,,,,,,,,
600,3,0.39147285502,0.391010073893,0.391380298795,0.39147285502,,,,,,,,,,,
600,3,0.39073182349,0.389150897525,0.390415638297,0.39073182349,,,,,,,,,,,
340,3.5,0.38821279557,0.387825821008,0.388135400658,0.38821279557,,,,,,,,,,,
340,3.5,0.387604527178,0.387591790929,0.387594338179,0.387591790929,,,,,,,,,,,
300,4.5,0.384388431596,0.384000660502,0.384078214721,0.384000660502,,,,,,,,,,,
300,4.6,0.380504748697,0.38021212008,0.380446222974,0.380504748697,,,,,,,,,,,
560,3,0.379014229672,0.378548307728,0.378921045283,0.379014229672,,,,,,,,,,,
520,3,0.374788311467,0.374788311467,0.374788311467,0.374788311467,,,,,,,,,,,
520,3,0.374788311467,0.374788311467,0.374788311467,0.374788311467,,,,,,,,,,,
80,2.5,0.372520963891,0.372520963891,0.372520963891,0.372520963891,,,,,,,,,,,
300,4.7,0.371348895537,0.371348895537,0.371348895537,0.371348895537,,,,,,,,,,,
76,2.5,0.379549165133,0.370256582308,0.372115098873,0.370256582308,,,,,,,,,,,
71,2.5,0.369498238958,0.369498238958,0.369498238958,0.369498238958,,,,,,,,,,,
500,3,0.368847259816,0.367775637815,0.368632935416,0.368847259816,,,,,,,,,,,
300,4.8,0.368876790478,0.368631744131,0.3686807534,0.368631744131,,,,,,,,,,,
500,3,0.368247006529,0.367775637815,0.368152732786,0.368247006529,,,,,,,,,,,
300,4.9,0.36491750005,0.3638096021,0.36469592046,0.36491750005,,,,,,,,,,,
400,3,0.365113874354,0.364546931596,0.364660320147,0.364546931596,,,,,,,,,,,
400,3,0.364546931596,0.364239144723,0.364485374221,0.364546931596,,,,,,,,,,,
520,3.5,0.362880561361,0.362695841505,0.362732785476,0.362695841505,,,,,,,,,,,
520,3.5,0.362695841505,0.362695841505,0.362695841505,0.362695841505,,,,,,,,,,,
300,5,0.362581177162,0.360570498029,0.362179041335,0.362581177162,,,,,,,,,,,
600,3.5,0.361602460036,0.361504643281,0.361582896685,0.361602460036,,,,,,,,,,,
600,3.5,0.36135541444,0.360799528371,0.360910705585,0.360799528371,,,,,,,,,,,
